D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_51_478.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_51_478.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_51_478.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_51_578.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_51_578.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_51_578.jpg, 0, 1, 0, 30.19028
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_51_679.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_51_679.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_51_679.jpg, 0, 1, 0, 30.19032
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_51_781.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_51_781.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_51_781.jpg, -0.1454249, 1, 0, 30.18455
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_51_883.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_51_883.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_51_883.jpg, -0.07536578, 1, 0, 30.19074
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_51_984.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_51_984.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_51_984.jpg, 0, 1, 0, 30.19005
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_087.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_087.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_087.jpg, 0, 1, 0, 30.19027
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_189.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_189.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_189.jpg, 0, 1, 0, 30.19031
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_292.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_292.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_292.jpg, 0, 1, 0, 30.19031
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_393.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_393.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_393.jpg, -0.1572617, 1, 0, 30.18357
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_495.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_495.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_495.jpg, -0.3730392, 1, 0, 30.16274
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_596.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_596.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_596.jpg, -0.07178605, 1, 0, 30.19121
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_696.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_696.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_696.jpg, 0, 1, 0, 30.18965
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_797.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_797.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_797.jpg, 0, 1, 0, 30.1902
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_52_900.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_52_900.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_52_900.jpg, 0.0315458, 1, 0, 30.18997
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_003.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_003.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_003.jpg, 0.3306129, 1, 0, 30.16463
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_105.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_105.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_105.jpg, 0.058897, 1, 0, 30.1906
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_207.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_207.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_207.jpg, 0, 1, 0, 30.18981
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_309.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_309.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_309.jpg, 0, 1, 0, 30.19022
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_409.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_409.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_409.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_511.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_511.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_511.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_613.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_613.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_613.jpg, -0.2657916, 1, 0, 30.17274
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_715.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_715.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_715.jpg, -0.05579267, 1, 0, 30.19062
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_817.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_817.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_817.jpg, 0, 1, 0, 30.19005
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_53_921.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_53_921.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_53_921.jpg, 0, 1, 0, 30.19025
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_020.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_020.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_020.jpg, 0, 1, 0, 30.19028
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_121.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_121.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_121.jpg, 0, 1, 0, 30.19032
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_222.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_222.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_222.jpg, -0.2903754, 1, 0, 30.17085
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_324.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_324.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_324.jpg, -0.2120003, 1, 0, 30.18898
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_427.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_427.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_427.jpg, 0, 1, 0, 30.18847
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_530.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_530.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_530.jpg, 0, 1, 0, 30.19008
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_630.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_630.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_630.jpg, 0, 1, 0, 30.19028
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_732.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_732.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_732.jpg, 0.2854879, 1, 0, 30.17078
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_835.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_835.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_835.jpg, 0.06929304, 1, 0, 30.19073
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_54_936.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_54_936.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_54_936.jpg, 0, 1, 0, 30.18979
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_037.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_037.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_037.jpg, 0, 1, 0, 30.19024
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_139.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_139.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_139.jpg, -0.2888539, 1, 0, 30.16855
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_240.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_240.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_240.jpg, 0, 1, 0, 30.18936
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_342.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_342.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_342.jpg, 0, 1, 0, 30.19003
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_442.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_442.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_442.jpg, 0, 1, 0, 30.19027
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_545.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_545.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_545.jpg, 0.009600936, 1, 0, 30.19024
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_646.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_646.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_646.jpg, 0.3115496, 1, 0, 30.16702
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_747.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_747.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_747.jpg, 0.01883241, 1, 0, 30.18984
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_850.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_850.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_850.jpg, -0.06775986, 1, 0, 30.18762
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_55_950.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_55_950.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_55_950.jpg, 0, 1, 0, 30.19025
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_053.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_053.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_053.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_156.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_156.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_156.jpg, 0, 1, 0, 30.1903
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_258.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_258.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_258.jpg, -0.1223363, 1, 0, 30.1862
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_358.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_358.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_358.jpg, -0.2374624, 1, 0, 30.18152
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_461.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_461.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_461.jpg, 0, 1, 0, 30.18839
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_564.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_564.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_564.jpg, 0, 1, 0, 30.19024
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_667.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_667.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_667.jpg, 0, 1, 0, 30.19027
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_769.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_769.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_769.jpg, 0, 1, 0, 30.19024
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_869.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_869.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_869.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_56_972.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_56_972.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_56_972.jpg, -0.2883976, 1, 0, 30.1708
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_075.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_075.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_075.jpg, -0.06846258, 1, 0, 30.19097
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_177.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_177.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_177.jpg, 0, 1, 0, 30.19001
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_281.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_281.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_281.jpg, 0, 1, 0, 30.19027
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_383.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_383.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_383.jpg, 0, 1, 0, 30.19031
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_484.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_484.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_484.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_587.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_587.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_587.jpg, 0, 1, 0, 30.19031
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_687.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_687.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_687.jpg, 0, 1, 0, 30.19028
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_788.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_788.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_788.jpg, 0, 1, 0, 30.19031
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_888.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_888.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_888.jpg, -0.16684, 1, 0, 30.18255
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_57_988.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_57_988.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_57_988.jpg, 0, 1, 0, 30.18992
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_091.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_091.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_091.jpg, 0, 1, 0, 30.19027
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_194.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_194.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_194.jpg, 0, 1, 0, 30.19031
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_297.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_297.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_297.jpg, 0, 1, 0, 30.1903
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_399.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_399.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_399.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_502.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_502.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_502.jpg, 0, 1, 0, 30.1903
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_604.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_604.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_604.jpg, 0, 1, 0, 30.1903
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_706.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_706.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_706.jpg, 0, 1, 0, 30.19031
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_808.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_808.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_808.jpg, 0, 1, 0, 30.1903
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_58_908.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_58_908.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_58_908.jpg, -0.0295481, 1, 0, 30.19011
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_008.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_008.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_008.jpg, -0.09277917, 1, 0, 30.19008
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_111.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_111.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_111.jpg, 0, 1, 0, 30.19012
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_213.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_213.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_213.jpg, 0, 1, 0, 30.19028
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_316.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_316.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_316.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_419.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_419.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_419.jpg, 0, 1, 0, 30.1903
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_522.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_522.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_522.jpg, 0, 1, 0, 30.1903
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_624.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_624.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_624.jpg, 0, 1, 0, 30.19031
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_724.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_724.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_724.jpg, 0, 1, 0, 30.1903
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_824.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_824.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_824.jpg, 0, 1, 0, 30.1905
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_12_59_926.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_12_59_926.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_12_59_926.jpg, 0, 1, 0, 30.19028
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_027.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_027.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_027.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_130.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_130.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_130.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_230.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_230.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_230.jpg, 0, 1, 0, 30.19029
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_331.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_331.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_331.jpg, 0, 1, 0, 30.19028
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_433.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_433.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_433.jpg, -0.2577066, 1, 0, 30.17433
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_536.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_536.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_536.jpg, -0.04971896, 1, 0, 30.19074
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_640.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_640.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_640.jpg, 0, 1, 0, 30.19008
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_741.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_741.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_741.jpg, 0, 1, 0, 30.19028
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_841.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_841.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_841.jpg, 0.1351466, 1, 0, 30.1847
D:\finding-lanes\training_data\IMG\center_2020_04_02_16_13_00_944.jpg, D:\finding-lanes\training_data\IMG\left_2020_04_02_16_13_00_944.jpg, D:\finding-lanes\training_data\IMG\right_2020_04_02_16_13_00_944.jpg, 0.231578, 1, 0, 30.18265
